trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.025526199999148957,0.03474679999635555,4.0067622999922605,,1,001,2024-05-17_04h23.39.426,Trail2,2024.1.4,None,2024-05-17 04h23.56.535335 +0530,
,,,,,,,,,4.0138023999898,,,,,,,,
